Tetun (tdt),Mambai (mgm),English (eng),source
,"Númeru telefone (númeru faks ni, korreiu eletróniku) pe rai.","This is my phone number (my fax number, my email address).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se It hakerek gala nor diresaun, au hei haruka kartaun postál ma ôs laulagá.","If you write your name and address for me, I will send you a postcard from my country.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se It tio Australia, It leb hela nor am.","If you come to Australia, you can stay with us.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb hakerek ma au nor lia mambae: au nei kolega para tradús.,You can write to me in Tetum: I have a friend who can translate.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"o o,",N.B.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hei an-loba sêrgia!,"Hello, children!",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gala bae?,What is your name?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It gala bae?,How old are you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,tona pil?,How many brothers do you have?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O nei ka nor kau pil?,How many sisters have you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai au kau-hine loba pe rai.,That is my younger brother.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rua rai au ku ubu-ru.,These are my two older sisters.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kau-hine loba ta her kek um.,My younger sister is at home.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au ana-mane (ana-hine, kau, topó) tona men o.","I have a son (a daughter, a brother, a sister) about your age.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O hela herbae?,Where do you live?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O eskola ka?,Do you go to school?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta eskola ne tais?,Do you like school?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei eskola o gosta dlo sapid?,What do you like doing best at school?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O mêt aprende ingles her eskola?,Are you learning English at school?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O tad Ie?,Do you know how to read?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta Ie?,Do you like reading?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Kuandu o tu, o hakarak sai sapid.",What do you want to do when you grow up?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O hakarak estuda nei universidade?,Do you want to study at university when you finish school?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta rebusadu?,Would you like a sweet?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta xokolate?,Would you like a chocolate?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta imajen Maromak?,Would you like a holy picture?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O gosta kartaun postál?,Would you like a postcard?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Rai hati au hela nei Austrália (Estadus Unidus, rae-Kanadá).","This is the place where I live in Australia (USA, Canada).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai animál (man) ôs Austrália.,This is an Australian animal (bird).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Timor nei animál mendai?,Do you have animals like this in Timor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O an-mane kode.,You are a good boy.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O an-hine kode.,You are a good girl.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei tug lao Maromak ôd tulun o mori.,I will ask God to bless you and help you throughout your life.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O sei sai kode ôd ajuda o fami'lia.,You must be good and help your parents.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O ama parese hanoin niri: o tenke pasiente.,Your father is very worried: you must be patient.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O ina lala-susar: o tenke ajuda urá.,Your mother is very sad: you must help her.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,O ina nor ama sorte dês rom et an-mane (an-hine) kode men o.,Your parents are very lucky because you are such a good boy (girl).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb pun mendá.,Don't do that.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tou la rom pun para tel.,Tell them to stop doing that.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan bohaha gau!,Stop shouting!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Artúb id, hat id!","One at a time, please!",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Né obrigadu lao o ina nor o ama.,Tell your father (your mother) thank you very much.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor né nam rai lao o ama (lao o ina).,Please give this to your father (your mother).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb nei knua rai gase lia sapa?,What language do the people speak in this village?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad lia Turiskai?,Can you understand the language of Turiscai?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dialetu rom-ni ga men ita.,Their dialect is similar to ours.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am tad katkene lia.,We can understand only a little.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am gase nor artúb sergia tero- tetun.,We communicate with those people in Tetum.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak aprende gase It tero.,I would like to learn your language.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb glae artúb id gase tero ra?,Can you find me a person who speaks that language?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei It tero er hah pun men sapa?,How do you say 'water' in your language?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id hakerek ter-hua rai ma au?,Would you write that word down for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak pun lista en-lao im tero.,I want to make a list of words in your language.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tad lia tero-tetun . Tou bal ter-hua lia mambae ma au.,I will say the Tetum word: please tell me the Mambai word.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rae-Timór ni kultura riku dêsni nei tero niri.,East Timor has a rich culture because it has many languages.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It balikan suat tero rai, dês ma ôs bizavón sêrgá.",You should not be ashamed of your language: it's a gift from your ancestors.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It tenke dôm It tero, nôr lao It ana gar.",You should value your language and pass it on to your children.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak hakerek kontu (hananu) ra nei It tero ta.,I would like to write down that story (song) in your language.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It pun tradusaun tetun lao istori rai?,Can you make a Tetum translation of the story?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór tou ma au en-lao nam (kostume) rai.,Please tell me about this thing (this custom).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb pinta nam rai?,Can you draw a picture of this thing?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb tabár ai ra?,Can you show me that plant?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,(ai-hua ra?,(that fruit?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,modo ra?),that vegetable?),Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tabár bal animál ra ma au?,Can you show me that animal?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It tad, bizavón sêrgá ma ôs rae bae?",Do you know what land your ancestors came from?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sehél et ro ôd dansa rai.,I would like to see people perform that dance.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb hananu kantiga rai ma au?,Can you sing that song for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au grava hananu (istória) rai nor au gravadór?,Do you mind if I record this song (this story) with my tape-recorder?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au hasai retratu?,May I take a photo of this?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb it et um-luli?,Is it possible to visit the village totem-house?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tabár nam luli en-lao bizavón?,Can you show me the places (the things) that are sacred to your ancestors?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favór tou sai au se au pun sal, dês au artúb malae.","Please tell me if I do something wrong, because I am a foreigner.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak respeitu im lisan.,I want to respect your customs.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sente moras.,I am feeling sick.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hur-hur hah doutór ma!,"Get a doctor, quickly!",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It hah doutór ma?,Can you get me a doctor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Otél (knua) nei doutór?,Is there a doctor in the hotel (village)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór telefone doutór hur-hur.,Please telephone for a doctor immediately.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór kontaktu nor au sao sêr her Dili (au familia her Novazelándia).,Please contact my friends in Dili (my relatives in New Zealand).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Númeru telefone pe rai.,Here is the phone number.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb rekomenda doutór kode kid?,Can you recommend a doctor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei doutór seri leb gase inglés?,Is there a doctor who speaks English?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei doutór?,Is there a lady doctor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hati doutór pratika herbae?,Where is the doctor's surgery?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk pil men doutór ma?,What time can the doctor come?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favor ôd bal au tio doutór (kliniku, ospitál).","Please take me to the doctor's surgery (to the clinic, hospital).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras mededa hana lao mesa.,I am too ill to go alone.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au konsulta doutór agora?,May I see the doctor now?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpil men au leb konsulta?,When can I see him?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras mededa.,I am very sick.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak hameno nor doutór.,I'd like to make an appointment to see the doctor.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Tuk tel au ba leb.,Three o'clock isn't possible for me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au leb sak It nei tuk lim?,Can I see you at five o'clock?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Senór (Senora) leb ma sul ada tuk limnaipata.,Please come back tomorrow at nine o'clock.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor id leb gnan nei rai.,Please wait here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Doutór ma agora.,The doctor will come soon.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sente badún kode.,I am not feeling well.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras dlo.,I am in great pain.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It né au ai-moruk pun lako moras rai hur-hur.,Please give me a strong pain-killer quickly.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It moras sap pe?,What sickness do you have?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au kui-moras (Au moras-diabete).,I am a diabetic.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au sofre moras-busa (enxakeka, malária).","I am suffering from asthma (migraine, malaria).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras hua.,I have a bad heart (heart condition).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au moras kankru.,I have cancer.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au positivu aga-i-vé . (Au sofre moras-SIDA).,I am HIV-positive (I have AIDS).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It medei tel.,Please sit down.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Moras nei bae?,Where does it hurt?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
